PROPERTY_TYPE,CITY,LOCALITY_NAME,BEDROOM_NUM,FURNISH,MIN_AREA_SQFT,MAX_AREA_SQFT,PRICE_PER_UNIT_AREA,PRICE,AGE,TOTAL_FLOOR,FLOOR_NUM,BALCONY_NUM,FACING,PROP_ID,AMENITIES,FEATURES,IS_PREMIUM
Independent House/Villa,Mumbai Beyond Thane,Dombivli,3,2,1024,1024,7149,7320576,0,20,5,1,7,PROP02329,"32,40,1,19","19,9,30,20",False
Residential Apartment,Thane,Manpada,4,2,1745,1745,17878,31197110,0,23,12,1,6,PROP02330,"21,12,44,23,47",28,False
Independent House/Villa,South Mumbai,Dadar West,4,2,1631,1631,40307,65740717,3,5,1,2,1,PROP02331,"25,47,19,32,40,21,41,17","30,9,6",False
Residential Apartment,Mumbai Harbour,Sewri,3,0,1129,1129,15447,17439663,4,22,17,1,6,PROP02332,"29,19,40,21,26,12","19,20,17",False
Residential Apartment,Mumbai Beyond Thane,Ambernath,3,2,1233,1233,9845,12138885,3,20,15,2,7,PROP02333,"41,42,19,21,32,47","28,1,17",False
Residential Apartment,Central Mumbai suburbs,Powai,4,2,1781,1781,29126,51873406,1,10,6,2,6,PROP02334,"44,12,19,41,1,23,25,17","30,8,19,20",False
Residential Apartment,Mumbai South West,Vile Parle West,2,0,766,766,23221,17787286,5,19,11,0,1,PROP02335,"42,12,19,17,24,29,21,23","28,30",True
Residential Land,Mumbai South West,Bandra West,1,0,641,641,42030,26941230,7,7,6,2,8,PROP02336,"19,29,24,40,17,45,23,41","17,28",False
Residential Apartment,Mumbai Beyond Thane,Dombivli,2,0,720,720,10440,7516800,2,11,10,2,5,PROP02337,"40,25,24",30,False
Serviced Apartments,Mumbai Harbour,Cotton Green,3,0,1308,1308,16017,20950236,3,1,1,3,6,PROP02338,"47,12,21,1,17,23","6,30,8",True
Residential Apartment,Mumbai South West,Vile Parle West,4,1,1312,1312,30735,40324320,0,12,6,2,3,PROP02339,"25,24,41,19,42,46,26,1,45","9,6,19",False
Residential Apartment,Central Mumbai suburbs,Powai,2,0,945,945,25213,23826285,5,23,2,3,4,PROP02340,"47,29,41,12,23,26,19",9,False
Residential Apartment,Mumbai South West,Santacruz West,3,0,1011,1011,39218,39649398,4,17,3,2,5,PROP02341,"24,26,42,25","9,30,1,28",False
Residential Land,Thane,Thane East,1,0,309,309,17683,5464047,20,13,2,1,1,PROP02342,"21,46,32","20,6",False
Residential Apartment,Mumbai Andheri-Dahisar,Malad West,5,0,2322,2322,22402,52017444,7,9,9,2,2,PROP02343,"46,23,42,25,40,47,19","17,8,19",False
Residential Apartment,Mumbai South West,Khar West,4,2,1930,1930,42735,82478550,5,11,3,3,3,PROP02344,"23,42,26,41","9,6,17",True
Residential Apartment,Mumbai South West,Santacruz West,3,0,1167,1167,23372,27275124,0,18,13,1,1,PROP02345,"47,26,25,45,29,44,46,19","1,19,28,6",False
Serviced Apartments,Mumbai Beyond Thane,Kalyan,3,0,961,961,8851,8505811,2,27,1,1,5,PROP02346,"46,25,19,17,12,42",17,True
Residential Apartment,Thane,Majiwada,3,0,1122,1122,15894,17833068,20,16,3,1,6,PROP02347,"42,1,19,23,45,17","28,30,6,20",True
Independent House/Villa,Mumbai Andheri-Dahisar,Dahisar East,4,2,2062,2062,22517,46430054,3,24,12,1,4,PROP02348,"25,40,41",30,False
Independent House/Villa,Mumbai Andheri-Dahisar,Jogeshwari West,3,0,1009,1009,19440,19614960,0,1,1,1,5,PROP02349,"24,47,1,17,19,40","17,30,6,28",True
Residential Apartment,Mumbai Andheri-Dahisar,Goregaon East,2,0,901,901,19083,17193783,2,23,8,1,4,PROP02350,"41,24,21,46,47,26,17",6,False
Independent House/Villa,Central Mumbai suburbs,Mulund West,3,0,1088,1088,28172,30651136,4,21,10,3,8,PROP02351,"19,1,45,29,17,25,41,26,12","28,1,19",True
Independent/Builder Floor,Thane,Thane West,4,0,1815,1815,11823,21458745,15,21,9,1,6,PROP02352,"42,24,47,23,12,19,46","20,19",False
Residential Apartment,Central Mumbai suburbs,Vikhroli,3,1,1328,1328,23814,31624992,0,5,1,1,3,PROP02353,"21,46,23,40,44,17,32,26,47",28,True
Residential Apartment,Mumbai Harbour,Wadala,3,1,872,872,21038,18345136,1,21,4,2,2,PROP02354,"1,24,42,17,40","19,17,30,20",False
Residential Apartment,Mumbai Andheri-Dahisar,Jogeshwari West,2,1,778,778,15681,12199818,5,12,11,2,4,PROP02355,"26,23,19,46,41","20,30,9",False
Residential Apartment,Mira Road And Beyond,Bhayander West,3,0,1352,1352,10954,14809808,7,8,3,1,1,PROP02356,"19,45,29",30,False
Residential Apartment,Mumbai Harbour,Reay Road,2,0,631,631,14310,9029610,3,28,19,1,8,PROP02357,"40,1,23,44,21,29,46,12","1,9,17,6",False
Residential Apartment,Navi Mumbai,Panvel,3,0,881,881,10100,8898100,4,27,17,3,3,PROP02358,"26,44,42,46","17,28",True
Residential Apartment,Mumbai Andheri-Dahisar,Goregaon East,2,0,825,825,18979,15657675,2,9,1,0,6,PROP02359,"29,47,12,19,46,25,21,32,42","1,20",False
Residential Apartment,South Mumbai,Matunga,3,2,1025,1025,36612,37527300,0,2,2,3,3,PROP02360,"40,19,25,44,47,1,29,42","19,30",False
Residential Apartment,Central Mumbai suburbs,Vikhroli,3,2,1187,1187,27304,32409848,0,6,4,3,6,PROP02361,"24,25,21,47,42,29",8,True
Residential Apartment,Mira Road And Beyond,Bhayander East,2,0,672,672,13810,9280320,15,4,3,2,5,PROP02362,"32,23,40,44",8,False
Residential Apartment,Thane,Ghodbunder Road,2,2,802,802,11587,9292774,7,6,6,1,8,PROP02363,"41,19,24,17,23,42,46,1,32","6,19,17,28",False
Residential Apartment,Mumbai Andheri-Dahisar,Borivali West,5,2,3963,3963,22479,89084277,3,14,8,2,5,PROP02364,"25,44,29,21,41,17,45,12","1,8",False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,2,0,775,775,13864,10744600,0,12,8,1,4,PROP02365,"47,42,29,26,25,46,44,17","9,30,1",False
Independent House/Villa,Mumbai Andheri-Dahisar,Andheri East,3,0,1086,1086,14718,15983748,1,14,5,2,2,PROP02366,"41,44,17,42,1,24","20,17,6",False
Residential Apartment,Thane,Manpada,1,2,303,303,19805,6000915,10,21,10,2,2,PROP02367,"40,12,32,42,41,46,45,21,19","28,19,20",False
Residential Apartment,Mumbai Harbour,Chembur,4,0,1643,1643,25286,41544898,2,5,1,3,2,PROP02368,"26,41,12,1,23,44",6,False
Residential Apartment,South Mumbai,Parel,5,2,1951,1951,59268,115631868,0,1,1,3,2,PROP02369,"1,25,19,45,40,29,23,17,41","17,8",True
Residential Apartment,South Mumbai,Prabhadevi,3,1,1145,1145,76231,87284495,0,23,21,1,6,PROP02370,"29,19,44,17,32,24,41,42","1,19",False
Independent House/Villa,South Mumbai,Prabhadevi,3,0,983,983,64627,63528341,0,5,1,3,1,PROP02371,"12,26,47","8,30",False
Residential Apartment,Mumbai Beyond Thane,Badlapur,3,2,1055,1055,11945,12601975,10,26,7,1,6,PROP02372,"40,26,41,32","20,17,1,30",False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,2,0,894,894,16705,14934270,5,2,1,2,3,PROP02373,"26,19,21,32","20,28",False
Residential Apartment,Thane,Manpada,3,0,1156,1156,16201,18728356,7,3,1,3,1,PROP02374,"26,40,45,41,1,19","17,6",False
Residential Apartment,Central Mumbai suburbs,Kanjurmarg,3,2,985,985,27791,27374135,2,26,7,0,6,PROP02375,"41,32,19",20,False
Residential Apartment,Mumbai South West,Vile Parle West,4,2,2195,2195,29881,65588795,4,20,1,2,1,PROP02376,"19,41,26,29",30,False
Residential Apartment,Mumbai Harbour,Reay Road,3,2,1151,1151,22017,25341567,2,28,3,0,7,PROP02377,"23,21,44,29,26,25,17,40",1,True
Serviced Apartments,Mira Road And Beyond,Vasai,1,0,486,486,13308,6467688,20,2,1,3,5,PROP02378,"46,17,41,1,45,12","9,30,28",False
Residential Apartment,Mumbai Andheri-Dahisar,Andheri East,4,0,2192,2192,14240,31214080,1,26,9,2,7,PROP02379,"19,24,40,41","30,19,17",True
Residential Apartment,Mira Road And Beyond,Mira Road,4,0,2172,2172,14297,31053084,1,14,9,3,1,PROP02380,"25,19,29,41","6,20,17,9",True
Residential Apartment,Mumbai Andheri-Dahisar,Andheri East,4,0,2171,2171,16569,35971299,3,27,18,1,3,PROP02381,"40,24,41",30,False
Residential Apartment,Thane,Majiwada,4,2,1442,1442,10763,15520246,15,19,16,1,7,PROP02382,"19,1,42,21,26,17,25,24","17,6,30",False
Residential Apartment,South Mumbai,Fort,2,0,665,665,60513,40241145,3,27,26,0,2,PROP02383,"42,17,24,26,32,19,46,29,44",28,False
Farm House,Navi Mumbai,Airoli,5,0,2821,2821,13102,36960742,0,17,13,0,4,PROP02384,"26,41,21,45,29,12,1","9,17",True
Studio Apartment,Mumbai Andheri-Dahisar,Andheri West,1,0,406,406,15733,6387598,3,23,21,1,1,PROP02385,"25,19,29","28,6",False
Independent House/Villa,Mumbai Andheri-Dahisar,Andheri West,3,0,1212,1212,20381,24701772,5,22,13,2,3,PROP02386,"17,44,24,29,12,1","8,28,20,17",False
Residential Apartment,Central Mumbai suburbs,Bhandup West,2,2,751,751,16662,12513162,2,18,15,1,5,PROP02387,"19,44,41,42,45,1,32,17","9,17,8,1",False
Residential Apartment,Thane,Ghodbunder Road,4,1,1841,1841,12147,22362627,15,17,17,1,6,PROP02388,"12,26,44,17","30,28,19,17",True
Residential Apartment,Navi Mumbai,Nerul,3,2,1257,1257,11074,13920018,3,3,2,3,1,PROP02389,"1,21,19","1,9,30,28",True
Independent House/Villa,Central Mumbai suburbs,Bhandup West,5,1,1913,1913,17039,32595607,2,18,4,1,7,PROP02390,"45,19,25,12,29,42,46,1",17,True
Residential Apartment,Mumbai Beyond Thane,Kalyan,3,0,1363,1363,8038,10955794,7,10,8,1,7,PROP02391,"44,23,32,12,47,45","1,20,30",True
Residential Apartment,Mumbai South West,Khar West,2,0,798,798,36743,29320914,0,22,10,1,6,PROP02392,"24,29,19,26,21,25,47,1","28,30,17,1",True
Residential Apartment,Mumbai South West,Khar West,3,0,1049,1049,37024,38838176,5,16,14,1,2,PROP02393,"46,17,19","20,17",False
Independent/Builder Floor,Mumbai Harbour,Cotton Green,1,0,486,486,17750,8626500,1,24,6,0,7,PROP02394,"17,26,29,21,46,40,12,42,44","1,17,9",False
Serviced Apartments,Mira Road And Beyond,Bhayander West,1,2,451,451,12634,5697934,5,18,3,1,5,PROP02395,"42,1,44,26,17,24,45,46,29","8,1,20,19",False
Residential Apartment,Mumbai Andheri-Dahisar,Jogeshwari West,2,2,597,597,13390,7993830,7,20,4,2,1,PROP02396,"12,1,44,47,29","9,1,19",False
Serviced Apartments,Mumbai Beyond Thane,Badlapur,1,2,605,605,8679,5250795,2,16,6,2,7,PROP02397,"1,26,45,12,21,32,19,29","6,8,28",False
Studio Apartment,Mira Road And Beyond,Naigaon,1,1,419,419,9049,3791531,2,22,9,0,1,PROP02398,"47,45,26,25,17,46,23,21",19,False
Independent House/Villa,Mumbai Andheri-Dahisar,Dahisar East,4,0,2051,2051,14806,30367106,2,12,5,2,2,PROP02399,"47,17,46,12,1,26,44,42,29","8,1,19,6",False
Residential Apartment,Navi Mumbai,Nerul,4,2,1362,1362,9619,13101078,1,2,2,2,4,PROP02400,"41,40,26,47,23,29,32","30,17,1,9",True
Residential Apartment,Mumbai Andheri-Dahisar,Andheri East,2,0,934,934,22711,21212074,3,20,16,1,7,PROP02401,"32,25,26,47,17,46,1",8,False
Residential Apartment,Mumbai Beyond Thane,Kalyan,3,1,1007,1007,11588,11669116,2,15,6,1,5,PROP02402,"46,23,32","8,9",False
Residential Apartment,Mumbai Beyond Thane,Badlapur,2,2,722,722,10651,7690022,4,25,20,2,5,PROP02403,"45,1,40,17,44,29,32,26","19,9,17,8",False
Independent House/Villa,Navi Mumbai,Airoli,1,2,605,605,8945,5411725,15,22,2,2,2,PROP02404,"19,21,17,46,12,42,44,32",17,True
Residential Apartment,Thane,Thane East,3,0,959,959,15147,14525973,10,23,8,3,8,PROP02405,"45,25,17,32",19,False
Residential Apartment,Mira Road And Beyond,Naigaon,2,0,597,597,11275,6731175,2,23,5,1,7,PROP02406,"29,17,12,19,46,21","17,6",True
Residential Apartment,Navi Mumbai,Airoli,3,0,899,899,14944,13434656,1,4,1,2,7,PROP02407,"42,1,46,24,23","28,30,9",False
Independent/Builder Floor,Navi Mumbai,Nerul,4,2,1736,1736,16743,29065848,1,22,20,2,1,PROP02408,"45,1,41,32","19,30",False
Studio Apartment,Mumbai Andheri-Dahisar,Andheri West,1,2,377,377,18691,7046507,1,4,3,1,1,PROP02409,"32,46,17",17,False
Independent House/Villa,Thane,Majiwada,4,0,1442,1442,15246,21984732,1,27,4,1,1,PROP02410,"19,21,47,44,40,23,26,29,17","9,28",False
Residential Apartment,Mumbai Beyond Thane,Ulhasnagar,3,1,1053,1053,8330,8771490,3,7,6,3,1,PROP02411,"42,47,26,17,46,21,41","30,19,9,28",True
Independent/Builder Floor,Mumbai Andheri-Dahisar,Malad West,3,0,882,882,15806,13940892,2,25,22,1,4,PROP02412,"47,40,23","1,6,9",False
Residential Apartment,South Mumbai,Matunga,2,0,651,651,50838,33095538,4,14,2,0,8,PROP02413,"42,29,47,19,46,44,41,24,23","8,30",False
Farm House,South Mumbai,Dadar West,2,2,755,755,32528,24558640,2,18,5,1,6,PROP02414,"46,21,17,25,41","28,20",False
Residential Apartment,Thane,Thane West,3,1,1222,1222,13013,15901886,2,21,7,3,6,PROP02415,"21,12,45,26","9,20,28",False
Independent House/Villa,Mumbai South West,Vile Parle West,3,0,900,900,23197,20877300,0,10,9,1,8,PROP02416,"19,25,44,29,42","28,17",False
Residential Apartment,South Mumbai,Colaba,2,1,786,786,53742,42241212,3,28,15,1,4,PROP02417,"44,26,41,19,24","30,6",False
Independent House/Villa,Thane,Thane East,2,0,586,586,19199,11250614,2,28,11,0,1,PROP02418,"29,45,17,24,23,41,25,40","19,1",False
Independent House/Villa,Central Mumbai suburbs,Vikhroli,4,0,1305,1305,29176,38074680,0,26,6,3,7,PROP02419,"21,24,19,26,45,29,47,12","20,8",False
Residential Apartment,Mumbai Andheri-Dahisar,Malad West,5,0,3392,3392,22571,76560832,5,24,13,1,4,PROP02420,"46,24,25,45,17","30,9,20,19",False
Residential Apartment,Mumbai South West,Bandra West,4,0,1922,1922,33729,64827138,4,26,25,1,8,PROP02421,"46,17,26,45,19","20,17",True
Serviced Apartments,Central Mumbai suburbs,Vikhroli,2,2,785,785,21566,16929310,20,17,3,1,1,PROP02422,"40,42,47,26","9,17",False
Independent House/Villa,Mumbai Andheri-Dahisar,Goregaon East,3,2,1373,1373,19561,26857253,4,28,28,2,3,PROP02423,"19,12,42",1,False
Independent House/Villa,Central Mumbai suburbs,Bhandup West,4,0,2032,2032,27716,56318912,4,25,13,1,3,PROP02424,"40,46,21,29,26,44,25",20,False
Residential Apartment,South Mumbai,Prabhadevi,3,2,1166,1166,94649,110360734,0,5,2,1,4,PROP02425,"17,19,23,29,24,47,45,41,42","17,28,19",True
Independent House/Villa,Central Mumbai suburbs,Kanjurmarg,5,0,1890,1890,20336,38435040,2,4,1,2,7,PROP02426,"21,25,32,26,46","28,1,20,17",False
Farm House,Thane,Manpada,5,0,3805,3805,13672,52021960,3,21,21,2,4,PROP02427,"19,45,24,46,29,44,25,23,40","17,20,1,8",False
Residential Land,Mumbai South West,Vile Parle West,1,2,497,497,26330,13086010,4,18,11,2,8,PROP02428,"47,26,41,45,32,23,46,24","8,30,19",True
Residential Apartment,Navi Mumbai,Nerul,4,2,1876,1876,9742,18275992,2,27,2,2,6,PROP02429,"25,17,46","19,6,8,30",True
Residential Apartment,Thane,Ghodbunder Road,2,2,913,913,18252,16664076,0,22,12,1,7,PROP02430,"47,1,32,29,46","8,6,30,28",False
Independent/Builder Floor,Mumbai Andheri-Dahisar,Borivali West,4,0,1755,1755,17065,29949075,1,23,1,2,1,PROP02431,"42,32,47,41",9,False
Residential Apartment,Mumbai Andheri-Dahisar,Borivali West,5,0,2426,2426,24880,60358880,2,29,11,1,2,PROP02432,"45,46,41,25,1,17,12,23",28,False
Residential Apartment,Mumbai Harbour,Sewri,5,1,2389,2389,20196,48248244,4,17,12,1,7,PROP02433,"40,47,45,25,21,17,42,24,26",1,False
Residential Apartment,Central Mumbai suburbs,Mulund West,2,2,779,779,21851,17021929,1,4,3,1,8,PROP02434,"19,47,32,21,24,1,45,25,29","9,19,6",False
Independent House/Villa,Thane,Ghodbunder Road,4,2,1480,1480,14516,21483680,5,6,4,2,5,PROP02435,"1,17,21,42,32,25,41,44,23","28,17",False
Residential Apartment,Mumbai South West,Bandra West,2,2,593,593,40305,23900865,3,26,6,1,6,PROP02436,"41,21,19,12,46,32,1,17","20,17,28",False
Residential Apartment,Mumbai Andheri-Dahisar,Goregaon East,2,2,667,667,18285,12196095,2,29,7,2,8,PROP02437,"21,40,19,24,46",6,False
Independent/Builder Floor,Mumbai Andheri-Dahisar,Andheri East,3,2,912,912,22453,20477136,1,26,11,0,6,PROP02438,"29,41,12",30,False
Serviced Apartments,Central Mumbai suburbs,Mulund West,3,0,1145,1145,15248,17458960,0,19,9,2,4,PROP02439,"29,44,23,21,40,47,17","9,28,20,19",False
Independent House/Villa,Thane,Manpada,4,0,1659,1659,11278,18710202,7,12,1,0,2,PROP02440,"1,32,46,19,41,45",30,False
Residential Apartment,Thane,Manpada,4,1,2180,2180,14017,30557060,1,10,5,1,6,PROP02441,"40,29,44,25,32,21","8,9,19,28",False
Independent House/Villa,Central Mumbai suburbs,Kanjurmarg,1,0,620,620,28272,17528640,1,22,17,1,3,PROP02442,"19,24,25,1,26,42,44",1,False
Residential Apartment,Navi Mumbai,Panvel,5,2,2178,2178,16074,35009172,5,8,8,1,1,PROP02443,"24,1,46,26,40,12","28,19",True
Residential Apartment,Central Mumbai suburbs,Kanjurmarg,2,2,569,569,28013,15939397,1,26,1,2,4,PROP02444,"21,12,44,25,41,1,46,26,17","6,1,19",False
Residential Apartment,Mumbai Andheri-Dahisar,Kandivali West,2,2,889,889,15599,13867511,1,26,19,1,8,PROP02445,"44,12,17,42,19,26","17,19,20",False
Independent/Builder Floor,Central Mumbai suburbs,Vikhroli,4,1,1442,1442,23673,34136466,5,21,19,1,7,PROP02446,"12,23,17,47,45,40,29,1,41","17,28,8",False
Serviced Apartments,Mumbai Andheri-Dahisar,Goregaon East,1,2,519,519,24466,12697854,1,16,3,2,1,PROP02447,"29,21,17",17,False
Residential Apartment,Thane,Ghodbunder Road,1,0,375,375,17706,6639750,1,17,5,1,3,PROP02448,"41,26,29,32","28,9,8",False
Serviced Apartments,Mumbai Beyond Thane,Ambernath,2,2,756,756,9586,7247016,4,25,23,0,1,PROP02449,"24,25,46,26,41,45,1","17,9",False
Residential Apartment,Mumbai Andheri-Dahisar,Andheri West,3,0,1127,1127,15211,17142797,0,7,6,3,4,PROP02450,"12,21,47,25,1,46,40,24,19","6,20,28",False
Residential Apartment,Navi Mumbai,Vashi,3,0,1196,1196,10809,12927564,1,16,16,1,7,PROP02451,"26,41,42,24,40,19,44","28,1",False
Residential Apartment,South Mumbai,Worli,2,1,764,764,40431,30889284,1,16,16,3,6,PROP02452,"24,29,12","6,8,28,20",False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,2,1,744,744,18558,13807152,5,23,16,2,7,PROP02453,"32,45,47,42","6,30,1,8",False
Farm House,Mumbai Andheri-Dahisar,Borivali West,2,1,862,862,23377,20150974,5,6,3,1,1,PROP02454,"47,46,12,17",19,False
Residential Apartment,Central Mumbai suburbs,Powai,3,0,1052,1052,21645,22770540,0,22,16,1,8,PROP02455,"23,40,45,46,19,24,21,17",9,False
Residential Apartment,Navi Mumbai,Vashi,4,0,1646,1646,9215,15167890,2,6,3,2,5,PROP02456,"25,46,29,40,44,23,42",1,False
Independent House/Villa,Navi Mumbai,Panvel,3,0,1358,1358,11368,15437744,5,28,21,1,3,PROP02457,"23,24,19,40,47,21,44,1,41",20,True
Residential Apartment,South Mumbai,Matunga,2,0,629,629,97345,61230005,5,1,1,1,2,PROP02458,"47,44,1,21,29,23",9,False
Residential Apartment,Mumbai Andheri-Dahisar,Borivali West,3,0,969,969,15022,14556318,4,14,13,1,1,PROP02459,"23,1,45,40,19,21,32,46","17,8",False
Independent/Builder Floor,Mumbai Andheri-Dahisar,Andheri East,2,0,620,620,20045,12427900,3,11,5,2,6,PROP02460,"47,23,24","1,20,8",True
Residential Apartment,Mumbai Andheri-Dahisar,Goregaon East,5,0,2798,2798,23108,64656184,10,22,3,1,2,PROP02461,"32,25,1","30,8,17,28",False
Residential Apartment,Mumbai Andheri-Dahisar,Andheri West,1,0,476,476,22564,10740464,0,13,13,1,3,PROP02462,"19,24,21,23","19,9",False
Residential Apartment,Navi Mumbai,Kharghar,2,0,802,802,8254,6619708,0,18,3,1,2,PROP02463,"42,45,47,29,46","28,9",False
Independent House/Villa,Mumbai Harbour,Cotton Green,3,2,1285,1285,23783,30561155,7,1,1,1,4,PROP02464,"19,29,42,17,45,1","17,19,9,28",True
Farm House,Thane,Ghodbunder Road,5,2,2697,2697,10361,27943617,15,27,20,3,4,PROP02465,"17,1,46,44,45,23,26,47","17,1,9",True
Serviced Apartments,Thane,Ghodbunder Road,1,2,641,641,16225,10400225,2,26,9,1,7,PROP02466,"44,12,40,41,17,32","19,8",False
Residential Apartment,Mira Road And Beyond,Bhayander East,4,2,1576,1576,12657,19947432,5,26,19,3,8,PROP02467,"47,17,12,24,1,21,23,42,41",28,False
Residential Apartment,Mumbai Andheri-Dahisar,Goregaon East,2,0,859,859,21632,18581888,4,16,16,1,3,PROP02468,"41,17,12,1,21,46,23,26","20,30,9,19",True
Residential Apartment,Mumbai South West,Santacruz West,4,2,1741,1741,37442,65186522,4,22,17,1,6,PROP02469,"19,42,45","20,9",True
Residential Apartment,Central Mumbai suburbs,Powai,2,2,927,927,16467,15264909,3,12,1,1,3,PROP02470,"23,42,19,17","9,30,28",True
Independent House/Villa,Mumbai Andheri-Dahisar,Borivali West,4,2,1532,1532,13628,20878096,4,4,4,1,1,PROP02471,"41,46,47,23,45,12","19,9,1,20",False
Residential Apartment,Navi Mumbai,Vashi,5,0,3327,3327,10916,36317532,20,23,19,1,7,PROP02472,"40,46,25,19,21,1,41,17",20,False
Serviced Apartments,Navi Mumbai,Airoli,1,0,625,625,14486,9053750,0,10,8,2,2,PROP02473,"23,26,29,21,32,40","8,30",True
Residential Apartment,Mira Road And Beyond,Bhayander East,2,0,842,842,11162,9398404,1,11,10,2,8,PROP02474,"44,26,47,45,21,19,25",28,False
Residential Apartment,Mumbai Andheri-Dahisar,Kandivali West,5,0,2288,2288,21834,49956192,1,12,4,2,7,PROP02475,"19,17,25,45,42",19,False
Studio Apartment,Mumbai Andheri-Dahisar,Malad West,1,2,611,611,21212,12960532,4,20,5,2,2,PROP02476,"19,26,47,46,32",6,False
Residential Apartment,Central Mumbai suburbs,Kanjurmarg,3,0,959,959,26984,25877656,20,9,8,1,7,PROP02477,"32,41,25,17,12","20,17,9",False
Studio Apartment,Central Mumbai suburbs,Kanjurmarg,1,0,527,527,28965,15264555,4,11,6,1,1,PROP02478,"40,24,29,41,23",6,False
Residential Apartment,Mumbai Harbour,Wadala,2,1,866,866,25017,21664722,10,8,3,2,5,PROP02479,"23,24,25,45,32,44,17","28,6,1,20",True
Residential Apartment,Central Mumbai suburbs,Bhandup West,3,0,990,990,22994,22764060,2,25,7,1,8,PROP02480,"44,26,17","6,19,30",True
Residential Apartment,Mumbai Andheri-Dahisar,Kandivali West,2,2,827,827,23191,19178957,0,9,1,1,4,PROP02481,"23,29,44,26,1,19,40,17,21",19,False
Residential Apartment,Mumbai Andheri-Dahisar,Andheri West,3,0,1178,1178,18332,21595096,7,4,4,2,3,PROP02482,"21,25,24,29,1,47",20,False
Farm House,Mumbai Andheri-Dahisar,Jogeshwari West,4,0,1994,1994,23009,45879946,1,15,2,1,2,PROP02483,"21,26,41,40,32,45,17,29,23","1,20,8,30",False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,2,1,773,773,23675,18300775,3,7,1,1,4,PROP02484,"23,42,21,40,47,45,29","9,20",False
Farm House,Mumbai Andheri-Dahisar,Borivali West,4,0,2089,2089,14896,31117744,5,4,3,2,4,PROP02485,"1,25,29","30,17,19",False
Studio Apartment,Thane,Thane West,1,0,342,342,16065,5494230,2,19,17,1,5,PROP02486,"29,23,41,32,47,24,45,46","8,9",False
Residential Apartment,Mumbai Andheri-Dahisar,Malad West,2,0,550,550,14313,7872150,0,19,5,1,3,PROP02487,"47,40,19,12","17,1,20,19",True
Farm House,South Mumbai,Prabhadevi,4,0,1956,1956,43546,85175976,10,22,8,1,7,PROP02488,"24,21,32,47,25",20,False
Independent House/Villa,Navi Mumbai,Kharghar,3,0,1286,1286,13546,17420156,7,13,3,0,1,PROP02489,"21,17,1,44,24,32,41,23,42",6,False
Independent House/Villa,Mumbai Andheri-Dahisar,Andheri East,5,2,2477,2477,19844,49153588,2,2,2,2,6,PROP02490,"29,12,47,46,1,24","8,20,30,1",True
Studio Apartment,Mumbai South West,Juhu,1,1,302,302,44189,13345078,2,13,10,1,6,PROP02491,"23,26,1,40,42,47,25,24","1,9,28,17",True
Studio Apartment,Mumbai Andheri-Dahisar,Dahisar East,1,2,646,646,14940,9651240,7,7,5,1,4,PROP02492,"24,12,47,17,44,23,21","8,6,20,9",False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,3,1,1111,1111,13008,14451888,2,15,13,2,6,PROP02493,"42,1,44,32",8,False
Residential Apartment,Mumbai Andheri-Dahisar,Dahisar East,2,0,811,811,18287,14830757,0,15,11,1,1,PROP02494,"46,47,19,1,17,12,45,32","30,17,6",False
Serviced Apartments,Central Mumbai suburbs,Kanjurmarg,1,0,315,315,24553,7734195,2,12,2,1,4,PROP02495,"42,26,21,46,32","30,9,1",False
Independent/Builder Floor,Mira Road And Beyond,Vasai,3,2,1100,1100,8362,9198200,5,4,1,0,4,PROP02496,"47,21,12,25,23,46,44,32","17,8,6,28",True
Studio Apartment,Mira Road And Beyond,Vasai,1,0,513,513,9016,4625208,4,6,3,2,2,PROP02497,"29,45,17,23,21,42,1,32,46",8,True
Residential Apartment,Thane,Thane East,3,0,1315,1315,15020,19751300,3,11,3,2,5,PROP02498,"45,17,44,41,12","6,20,19",False
Residential Apartment,Mumbai Harbour,Reay Road,2,2,666,666,25049,16682634,1,6,5,1,6,PROP02499,"44,1,24,17","19,9,8,30",False
Residential Apartment,Mumbai Andheri-Dahisar,Jogeshwari West,5,2,3854,3854,23271,89686434,5,27,6,1,8,PROP02500,"26,12,17,45,44,23,29","30,19,28,17",False
Residential Apartment,Mumbai Andheri-Dahisar,Malad West,3,1,1020,1020,14175,14458500,0,17,14,1,6,PROP02501,"24,26,42,19,1,17","28,6,30",True
Residential Apartment,Mumbai Harbour,Wadala,2,1,555,555,14580,8091900,4,21,6,1,1,PROP02502,"12,41,44","19,30",False
Residential Apartment,Mumbai Andheri-Dahisar,Jogeshwari West,2,0,636,636,20999,13355364,2,28,28,0,8,PROP02503,"19,47,40,21","17,9,8",False
Independent House/Villa,Mumbai Andheri-Dahisar,Andheri West,3,0,1310,1310,19576,25644560,2,11,4,2,8,PROP02504,"44,24,45,25,19","8,1,28,6",True
Residential Apartment,Mumbai Harbour,Wadala,4,1,1579,1579,16065,25366635,0,6,5,3,5,PROP02505,"23,24,45,12,17,26,41,25","8,6,9,17",False
